"243_120426"	"429_120507"	"486_120515"	"520_120515"	"708_120531"	"663_120530"	"607_120523"	"602_120523"	"384_120503"	"444_120507"	"545_120516"	"369_120502"	"637_120524"	"196_120424"	"952_131107"	"289_120430"	"500_120515"	"706_120605"	"711_120531"	"407_120503"	"508_120515"	"829_130725"	"787_130530"	"298_120430"	"564_120517"	"460_120514"	"626_120524"	"680_120604"	"638_120524"	"605_120523"	"502_120515"	"360_120502"	"369_120502"	"04_120405"	"501_120515"	"253_120426"	"470_120514"	"534_120516"	"352_120501"	"331_120501"	"505_120515"	"551_120517"	"498_120515"	"938_131101"	"456_120507"	"691_120605"	"152_120419"	"647_120529"	"285_120430"	"213_120425"	"950_131107"	"461_120514"	"386_120503"	"812_130702"	"405_120503"	"340_120501"	"274_120430"	"547_120516"	"951_131107"
"Q6GPG7"	424.9090246	173.4382455	154.5355701	150.8056072	188.6021603	NA	151.8286911	393.0809998	178.9598782	201.9150168	202.0151825	171.723968	217.4550418	379.0241987	156.4003401	188.1685801	61.82861004	210.0272328	171.0288874	NA	177.3376491	178.1780222	256.8535035	373.0145494	179.0945365	214.4974315	163.0504797	204.5594116	180.2385605	198.4964988	146.2009123	138.2616208	171.723968	154.8998634	299.2937298	388.4629635	204.5111445	194.6335325	255.1430165	245.7795136	192.4295423	181.6076129	190.9278566	196.9806352	205.5907865	191.5283282	287.2201449	197.5771167	222.7219828	265.9893721	137.9441466	154.0412487	208.1743339	223.5380575	NA	227.7285288	195.4309221	190.1360976	203.6313146
"A0A0A0MRF6"	11293.44766	10738.28737	11878.48086	11569.38581	11492.10026	11814.38947	11351.66462	11053.80761	12038.55578	10740.5674	11271.94464	10955.3706	15286.85159	11118.44927	10681.58271	11724.89503	12276.88063	10374.23628	11159.48138	12703.33556	11204.24463	11354.77043	11000.04465	11236.46504	9882.127791	11508.38054	10589.82392	10946.54422	11579.01113	11436.87547	11781.24401	11669.16374	10955.3706	10454.59171	10855.01821	10892.07145	11322.19044	11112.27651	11719.07815	11237.04268	11434.52641	12396.21986	11912.26331	11427.91574	11807.05029	11435.74847	12594.26771	11156.77716	11376.34169	11063.66358	11463.52283	11210.38708	12047.45046	11268.4835	11340.86681	12438.3477	10879.69549	11341.04545	10593.94478
"P49327"	111889.0121	109663.6405	100802.88	108863.1781	105710.7118	103609.2495	105850.7516	107662.6432	109024.5148	107835.0358	107264.0459	104730.9301	108065.5826	110251.4283	99879.65906	105224.0939	179956.2956	106200.9776	104462.2965	110123.3359	105981.7445	98491.86729	101906.5103	111070.0075	106689.2046	101663.7509	110126.2325	107639.064	103437.7071	106514.0911	103240.0222	100166.7528	104730.9301	105877.8942	102977.9936	105639.8711	102065.4574	112030.6641	108129.7559	112477.8031	114716.9075	107085.1576	105275.9568	103966.2262	105372.0542	98652.1025	115142.5442	98623.04029	105961.8821	88428.90339	109324.5919	108473.537	103772.4191	103405.4774	103065.1064	114729.0796	105283.6182	111742.7592	112367.2516
"Q8N2F6"	11173.98856	13779.68109	12915.49708	13758.51358	13779.99378	13687.7867	13995.95839	12562.65047	14505.01504	13703.40223	14577.69528	14577.53499	13232.55205	14147.67067	13585.33375	11794.71631	9022.463496	13191.11934	12145.63646	12591.66425	13332.61481	13615.39183	13473.52175	12032.45601	15004.48432	11905.48028	14516.12137	12133.55766	13412.47709	13479.36018	14730.80968	12391.36106	14577.53499	15752.05332	12881.52433	12965.66253	13442.31053	12792.24783	12482.35618	12727.08123	14559.89953	13486.79286	12658.44354	14208.00592	14780.4935	13806.93378	11740.14606	14518.85648	13366.63204	14207.31022	14434.08035	13875.52607	13076.85747	13311.59725	12082.72443	11099.23209	13281.51354	13300.79524	12726.636
"Q6DN03"	303.7086452	231.7819528	264.2815689	234.3413341	279.7105282	NA	NA	281.7425274	NA	297.7873661	258.3575415	NA	283.9974045	276.6401549	283.5709332	NA	318.0230315	221.012067	294.4198316	409.7711901	295.1035868	324.958637	NA	276.1469469	273.5676192	274.2896192	321.6844651	277.4955974	285.3969745	NA	NA	285.2369852	NA	1999.954284	245.0176317	317.9871748	410.7249845	253.1286283	267.5608426	299.1342805	283.1482121	NA	NA	NA	NA	284.3994551	279.4517581	279.4137938	284.1736757	268.1234225	297.2752846	257.0103387	385.2199698	338.9551502	NA	239.114792	255.0908015	273.533541	253.1028827
"H0YIV4"	5467.595169	5652.577492	5240.888198	4921.944136	5378.590762	4738.597534	5703.326113	5871.401836	5422.625976	5443.301667	5981.671878	4744.257192	4905.838695	5357.744522	5520.544865	4964.621238	4810.798068	4788.527979	4752.666598	5432.738738	4973.651425	5118.462227	5358.32551	5174.308944	5190.603977	4356.989676	5558.994952	5270.261722	5092.555127	5119.322923	5185.245576	5197.165589	4744.257192	20577.58382	4979.382065	6322.821418	5762.506519	5597.7057	5358.494689	5659.416884	5372.478309	5380.6736	5666.614393	3588.843233	4828.829267	5357.574401	4042.040967	5225.868347	5405.590564	4673.544275	6062.590546	5954.266605	6501.511949	5673.783042	4376.228709	5024.961299	4639.085501	5053.478977	5174.222445
"F5H5P2"	9061.637361	8914.056592	10034.62235	9920.716725	9695.454717	9801.129096	10776.45006	10042.623	10187.68305	10418.10156	9692.574468	11579.74788	9885.175927	9212.84849	11328.8499	10292.44383	10442.28942	10125.76711	9528.314546	9199.101577	10654.85118	10322.2076	10469.92533	10602.20909	9762.408514	9626.322989	10772.05263	10210.88571	10266.00763	10671.81305	11612.22494	9970.965456	11579.74788	9894.45209	10275.50621	9960.64178	10253.67504	10145.60857	9296.518307	11287.25966	9340.085073	10323.91965	9478.793173	9169.650375	9412.076797	10044.10191	8102.747174	10441.13639	10162.50936	11320.74445	10293.17882	13608.8328	9403.018398	9165.676952	9593.518631	10491.48143	9272.176132	9905.433225	10604.84688
"Q14669-2"	3693.429567	3392.159043	3707.995997	3268.437761	3323.038514	3135.00284	2890.213071	3427.668648	3095.975077	3277.716038	3584.17634	2974.759141	3160.418848	3372.696826	3030.266529	3319.407384	3266.640657	3345.832263	3290.297963	3636.102839	3288.661905	3233.884426	3253.617275	3371.069513	3072.357306	3420.971836	3296.646077	3171.451672	3308.336947	3408.38185	3001.322205	3284.620497	2974.759141	3473.285534	3402.01885	3454.048982	3434.304696	3144.442446	3207.849264	3306.022258	3317.15718	3619.234841	3436.933837	3297.178139	3219.730959	3292.958067	3247.897492	3345.507926	3365.765007	3374.223366	3399.776241	2939.978916	3496.754208	3299.751984	3165.129678	3341.32962	3353.63291	3309.570402	3217.783674
"Q9NZW5"	26125.31941	29247.20805	28179.96185	30833.8939	28165.15605	26874.18699	28998.39156	26870.85831	30374.60752	28411.51195	28052.75766	31031.35098	29661.69934	26694.38385	31626.35912	25457.59415	31988.80725	27849.94086	28124.96811	27233.45677	27314.80593	29458.77663	27702.68124	25368.93279	27880.905	26356.35633	30274.81669	28261.99597	27316.20395	29023.5073	30812.30101	31225.11566	31031.35098	26773.43687	27546.57584	25728.95227	28503.88055	27279.29502	28778.51621	25974.67269	29723.34113	28564.66847	27748.88069	30531.55136	27087.26317	27453.55645	24838.52695	27936.40063	28581.26177	27432.53136	29786.70354	28284.75824	30091.39062	27121.13149	26059.41241	20806.26561	25539.38591	28033.38051	29462.40245
"P48169"	3183.600905	3547.257831	3622.009682	3808.622595	3837.641422	3877.227712	3873.282598	3314.158531	3554.447098	3372.334411	3500.0887	3464.696147	3393.128607	3216.626137	3598.014881	3585.614788	3784.278607	3431.279876	3510.695396	4420.713446	3348.246016	3537.476457	3260.178243	3208.301288	3502.832899	3471.168991	3611.156849	3225.630901	3322.369279	3921.639368	3796.573095	3628.890578	3464.696147	3293.950848	3236.771201	3161.724291	3553.255281	3466.240697	3498.369923	3573.529535	3532.942773	3607.564319	3180.90112	3867.350393	3556.083632	3294.361091	3255.086236	3309.998132	3528.68018	3524.81454	3591.635712	3522.7962	3859.7948	3233.065939	3542.244263	3015.544684	3382.04959	3439.640775	3406.008239
"Q93050-1"	92633.83376	110527.1474	89346.10971	101974.8626	101236.6004	96659.58522	98201.98454	84872.35847	95661.22765	97047.48868	108300.1838	106895.5189	96104.20706	93028.05251	95523.14515	88620.46165	72222.21079	101840.1597	95695.17516	90474.87231	97581.45727	96003.89119	91713.07669	84902.12559	104679.2121	91013.62129	106120.6377	96005.33007	96288.01361	96461.22491	97538.92587	94588.44861	106895.5189	97475.15139	89099.55263	93189.36633	101252.1011	90907.75434	95778.65833	98037.98722	105093.2641	95521.4593	96961.61915	100449.4821	109592.046	92239.34461	93683.28142	101157.8567	97718.06965	96043.12807	102547.039	122436.6289	107570.515	96301.26795	98618.44335	73744.85439	96175.19304	93189.72333	96867.88775
"Q96HU1"	680.1682231	595.5505493	604.6464884	557.9239686	NA	496.9914728	NA	589.9348595	NA	494.0485656	615.2579941	527.2692264	NA	559.896859	525.8186208	574.1040699	424.1611136	582.6201284	539.8432009	NA	630.5926793	562.1301498	564.3452108	574.6042701	535.1112562	605.2482025	570.7278598	563.5776778	558.9927974	569.3860341	NA	530.1881841	527.2692264	481.9199404	561.1428315	552.4913811	NA	571.8074925	610.6245916	540.8845047	485.6892628	584.0491173	572.7390798	532.3116523	573.5119264	563.3682431	591.3145618	610.8595242	559.2701016	577.0637474	NA	495.8737144	539.6405131	485.8418747	NA	499.9024274	595.5045827	591.131916	564.7614642
"Q9UKR5"	NA	1118.636167	1019.062883	1143.689157	1121.373893	1133.162408	NA	1098.815843	1178.347983	954.5704619	1123.392215	NA	1142.914318	1126.025424	1186.910306	1060.445228	1370.272818	1032.730264	1150.790845	999.7310548	1049.518064	972.4355489	1086.171251	1173.766987	1153.830193	1061.443293	NA	1084.182687	1085.174704	1061.932127	NA	1102.294427	NA	727.4902959	1120.545649	1060.443763	1197.253314	1040.613302	1136.11731	1029.750569	1136.246411	1097.955957	NA	1123.770198	NA	1063.606773	1511.309819	1100.541269	1114.50514	1001.870274	NA	981.9869848	1068.410109	1101.183538	1199.008369	1046.672549	1109.939887	1129.424194	1104.555803
"H0YJT2"	NA	NA	151.8045905	NA	NA	NA	NA	177.7670135	NA	176.8520279	165.2720979	NA	NA	NA	184.0883394	180.4555663	NA	NA	169.4689603	NA	149.8796054	149.2313893	NA	147.4160225	NA	151.7787341	172.4079896	188.024115	NA	139.5552138	NA	167.071519	NA	130.7701925	NA	NA	NA	NA	188.0847634	NA	NA	NA	NA	NA	NA	NA	132.4859703	NA	156.1057235	164.6597548	NA	141.7817849	198.9158447	176.5696209	NA	137.4386011	164.463718	NA	153.2368852
"O94874"	15987.2486	14705.97786	14603.29639	13891.90068	14267.38178	13936.69208	14359.52544	15908.44169	14048.59983	15157.77194	14349.72031	14817.53801	14751.08044	15588.05505	14311.93207	14408.67522	14979.99015	14261.92816	13973.02845	14969.925	14303.76804	13852.50747	14040.95601	15541.55496	14224.96609	14483.29345	14252.69362	14146.29565	14028.11015	14028.39699	13671.6784	13828.7938	14817.53801	14413.50459	14252.7971	15398.99509	14437.53978	14335.25178	15349.85651	15053.52319	14178.34775	14709.29739	14970.84949	14069.0498	14463.70828	15072.10953	14090.74642	13463.09798	14925.21127	13994.27286	14529.36138	14003.2955	14287.47105	14620.38741	14149.41996	16038.1111	14891.94106	14521.64958	14569.02768
"Q96C23"	2630.971625	2856.709813	2842.184054	3034.601672	3379.149138	3080.779215	2945.257832	2783.227511	2910.58604	2925.413204	2489.740866	2406.793413	2855.168553	2813.883726	3121.446108	2845.136451	3081.284811	2903.029779	3295.488924	3285.284261	2614.677876	2850.106195	2893.742136	2687.966573	3086.783532	2707.400939	2836.957572	3232.756299	2562.566301	2817.297237	2573.553979	2859.045951	2406.793413	2737.057247	2771.345875	2949.133298	2915.287992	2813.563016	3009.745474	2708.374094	2675.462884	2876.854115	2687.989639	3058.371892	3315.645485	2973.084356	2634.007316	2896.782948	2663.043197	2555.754865	2760.832401	3337.989546	2438.233989	3767.384652	2926.763854	2743.616962	3175.998591	2904.280823	2889.458345
"Q7L5D6"	3293.990616	3650.487065	3353.823406	3340.50577	3296.375779	3643.75964	3910.250336	3484.714322	3565.200943	3800.190531	3581.590263	3570.367855	3665.002333	3798.567491	3429.071793	3619.908709	3530.423443	3555.368809	3306.21654	3629.404669	4747.34858	3623.224881	3760.73921	3527.011952	3947.26228	3850.250422	4032.439172	3531.088863	3782.018648	3437.653045	3650.38524	3388.293964	3570.367855	3823.46438	3669.219789	3530.889225	3794.912784	3425.018513	3335.671058	3580.307425	3755.117751	3720.594206	3714.327229	3046.032536	4076.358497	3692.397077	3831.687357	3567.804686	3661.53988	3643.469902	3546.026387	4307.833154	3649.93216	3712.902819	4273.884074	3202.579274	3720.758991	3752.596028	3369.809878
"O75044"	14885.8981	14328.66017	14934.74123	14161.16823	15085.77427	12890.69613	14128.33474	14530.347	14160.88189	14051.91107	15171.75022	15125.8617	14729.62982	14180.85332	14091.5262	14107.45646	31473.78237	14017.67363	13910.18197	16337.41253	14896.23527	13733.318	14504.53428	14159.16815	15288.27047	13715.07607	15192.45861	14434.76338	14964.23427	14157.04208	15037.98146	14776.51992	15125.8617	16331.93978	14791.37091	14393.94266	15376.82346	14607.67617	14432.34106	15139.44857	14489.80479	15527.22179	15368.26196	14354.9477	15523.94099	14838.10129	14495.6672	14457.60944	14021.37873	14495.66011	15038.60369	15328.27457	15187.94611	14725.65279	14457.1244	14269.48187	14910.0126	15864.6685	15290.56089
"Q9BPY8-3"	1733.927415	2002.80277	1727.660481	1836.07855	1833.977074	1856.86975	1471.830038	1752.915746	1848.055054	2288.734049	1610.359712	1932.986067	2025.528595	1677.397278	1791.653407	1749.318422	1104.464651	1897.809483	1652.348235	1871.181546	1696.559961	1827.845452	2018.962569	1469.303258	2128.330493	1614.066512	2186.172528	1758.513538	1885.233746	1825.75245	1866.578587	1689.31499	1932.986067	1977.987683	1721.454351	1827.672272	2026.762525	1542.027821	1471.600853	1689.811914	1756.401014	1791.089177	1763.493863	1760.610552	2160.328634	1887.900111	2259.062256	1982.673113	1615.362042	1600.649433	1976.903503	1793.92426	1988.838529	1754.140814	1537.607323	1358.129287	1821.102326	1810.436108	1515.966886
"Q86Y13"	491.5134489	522.2175704	571.1378751	562.2321251	NA	NA	NA	550.4978659	NA	594.4013695	571.1205281	470.0457983	NA	616.6856438	477.2887339	701.0662593	528.13549	625.9033588	516.2705479	NA	586.6089343	546.0597467	565.8998909	516.3306635	524.1737244	496.0623446	529.2746796	550.7297523	468.8425238	545.42	NA	551.0961408	470.0457983	445.6631118	520.0070986	544.4995219	NA	521.1585972	552.2576827	535.9229612	437.1347238	NA	510.3453683	NA	593.2738206	565.5520706	515.5481769	614.0125747	600.5798708	529.1443133	NA	598.7822948	606.1137723	526.0108774	NA	523.08826	594.6996101	591.4743706	586.6644611
"P25815"	112.0679149	NA	70.55757039	NA	NA	NA	NA	NA	NA	171.2030637	82.91069393	131.082081	NA	81.10740919	125.1782872	96.88523797	171.977397	NA	146.8740816	NA	NA	105.3335509	130.2179261	105.7572665	NA	322.5797358	NA	79.67645545	117.864208	59.55285893	NA	139.8356034	131.082081	NA	174.881444	86.54873697	NA	NA	139.5377979	81.72563239	202.2579156	NA	NA	NA	NA	69.60375552	616.762634	87.06943534	138.963959	226.1087478	NA	NA	34.8864677	163.2539027	NA	101.5593981	132.4436977	67.41965222	NA
"Q92879"	4403.868917	4109.91898	4532.813419	4291.647202	4513.016578	4357.11667	4470.579748	3811.992941	NA	4585.223212	4264.149537	4116.575879	4371.172738	4211.810549	4053.219869	4047.818724	9066.715928	4353.438822	4170.764967	4764.114775	4643.7668	4388.261168	4312.991981	4552.289013	4477.587723	4375.002862	4577.530971	4315.781083	4544.614585	3932.430071	4401.759833	4412.813227	4116.575879	4579.707627	4538.299914	4076.202818	4279.535331	4354.732122	4028.414861	4514.238113	4435.615607	4864.779508	4241.180161	4537.445951	4669.363338	4321.497836	4733.819132	4389.994893	4088.832019	4295.608367	4400.270101	5124.691213	4580.494025	4390.825889	NA	4889.036073	4331.797393	4701.335396	4317.884644
"Q9P107"	275.2058504	NA	NA	275.9572896	NA	NA	NA	NA	NA	294.4968811	309.7713217	293.7816005	NA	264.0980746	328.4262077	323.0399574	NA	NA	256.9904822	NA	307.4159432	NA	311.9430815	297.6826958	315.8013102	271.2078151	287.1995643	287.8951542	336.8742159	339.7865339	NA	256.464584	293.7816005	NA	NA	299.4825544	NA	293.3741495	284.604482	331.0632541	NA	NA	288.3695228	NA	306.2899644	NA	333.6852826	NA	298.4939459	274.6760122	NA	254.9256229	263.2851008	322.7367918	NA	240.2775657	NA	NA	NA
"Q9NV96"	17211.01187	20150.17372	16223.5144	21228.12389	18796.09348	20485.32388	22088.00429	15063.72393	21838.99626	17828.91115	18663.88406	17881.25273	18323.30661	17774.97708	20170.79591	17799.9594	14172.90908	18531.66978	18070.96237	20092.12332	18420.27875	15721.31724	16357.30231	15824.27311	17187.27568	18344.29078	17002.76349	18078.71474	18219.42443	16777.56053	18021.0175	16565.20059	17881.25273	16060.91836	17746.66783	18062.46827	16939.3659	17344.66479	17633.95366	17616.62826	18013.17513	17895.58581	18247.85881	21239.92813	18671.65533	17077.66224	15903.74817	17072.05207	16584.17381	15983.45961	18355.06264	17480.22377	17451.91553	17857.65122	18859.16008	12844.81193	18150.2804	17445.74882	17205.52378
"Q9UPN6"	1469.402323	1373.855963	1345.638301	1395.781951	1659.400504	1349.818474	NA	1413.316618	NA	1407.612463	1378.200965	NA	1366.391904	1436.055623	1463.775896	1269.950848	3330.010706	1339.01457	1372.383727	1434.105992	1381.049056	1383.930598	1417.161684	1400.240662	1512.198651	1454.941012	1321.101299	1362.895516	1366.249701	1393.200186	NA	1471.738198	NA	1286.855633	1310.263847	1370.272169	1601.158306	1365.383124	1523.004846	1375.370446	1410.478998	1390.215003	1245.148817	1513.067422	1180.580995	1353.255428	1348.910538	1398.545436	1383.37852	1497.878394	1386.349275	1256.648555	1361.5736	1463.106653	NA	1452.792026	1280.876794	1477.296722	1316.829162
"Q96DH6"	3201.385312	3279.695901	3470.606145	2601.003534	3036.202938	2808.407702	4280.682867	3202.264547	3134.213475	3483.224878	3016.598915	4192.023864	3005.766331	2927.151309	2620.910157	2858.06652	5150.806849	3038.40695	2956.906612	2897.447823	2771.984467	2987.381606	NA	2976.209871	3229.855437	3008.257679	3276.70223	2919.182947	3089.399983	3181.819868	3076.420181	3261.070327	4192.023864	5242.998984	2897.557056	2982.129228	3182.213765	3064.201008	2717.747122	3059.040927	3009.043899	2945.21347	2533.503123	2890.181232	3223.88688	2989.857241	2921.85574	3045.63726	3185.4088	3063.987064	3236.828968	4577.683846	3095.410264	3158.478559	3116.869681	3300.159722	2800.377771	3143.552893	3288.486063
"Q14789-2"	16915.5064	9620.003513	15850.33402	15559.86026	16396.71879	17320.39565	14394.96791	14642.36643	15962.15892	16007.8803	15899.79433	18111.8336	19883.42256	16555.4885	15911.27508	16290.13001	17459.36212	9820.545884	15956.41009	79027.67502	16245.57888	16145.51505	14891.2158	16314.3401	17110.96336	15832.29821	15615.26853	14296.24223	13942.73912	15928.67197	17561.46405	17101.04717	18111.8336	14292.11022	16245.58267	13646.45082	15120.80187	15765.2142	14580.7796	15538.86555	15410.21312	17270.05196	15913.13917	16271.53655	15925.72294	15511.12683	19363.09457	16488.73501	15550.54679	15545.19502	14983.18226	14812.05167	16067.96197	15423.27655	18895.01172	17453.63204	16952.08192	17492.53683	14526.27365
"Q9NZD2"	13527.2744	7423.510336	8799.139406	5817.402258	7320.717392	6930.296614	8510.830055	21412.252	9844.888604	11741.4556	9032.841898	7051.507825	9110.999568	18228.14239	7793.565443	10430.21022	7043.448581	9073.847335	8700.499487	10012.65615	8665.682025	8119.403106	7966.546264	15297.33163	6640.215372	9492.127978	7650.739423	9377.482672	9034.677768	7191.607309	9184.327123	9181.256282	7051.507825	5283.593904	10278.28444	14281.53902	8872.667814	12085.33155	14580.16986	9348.789944	8754.947382	7889.664992	10597.33492	6630.456119	7826.865137	9267.252369	9530.7156	7860.839394	13311.58383	8794.717937	7177.676496	8854.47404	7675.470593	11574.60383	12499.30086	33246.02989	8012.004815	9108.156306	8237.934457
"E5RGX5"	2841.382641	3351.296658	2997.894472	3468.797954	3099.047206	3685.371533	2914.504609	3140.612717	3418.888183	2900.210474	3664.190932	3279.41771	3305.249501	3520.033241	2912.240942	3272.003437	2815.157547	3482.535208	3761.353214	3288.023145	3707.666783	3119.732972	2954.942024	3174.698292	3294.154529	3131.624783	3612.854804	3512.441013	3510.332928	3420.983701	3393.523404	3082.23471	3279.41771	3313.708768	3173.073321	3407.865171	3734.316858	3371.922086	2993.896569	3598.743088	3367.590946	3287.295417	3734.065005	3331.357422	3922.373898	3203.68473	3137.266998	3281.266624	3205.046948	3294.694429	3331.5208	3503.750277	3548.251625	3509.686533	2978.850229	2859.14297	3171.101449	3845.136239	3496.836371
"Q86XP3"	6652.500546	6658.000705	6789.791084	6682.827837	7156.74449	7157.005959	6736.539703	6754.861455	6255.933487	6789.440875	6804.310733	6607.656249	7079.39212	6771.741681	6744.430452	7099.499805	10016.20337	6767.374227	6766.829307	7268.042668	6714.675327	6793.294296	6738.95703	6741.437271	7280.351363	6878.536578	6777.851938	6732.513543	6758.790629	6718.665179	7088.317538	6995.649983	6607.656249	6450.096636	6767.821397	6773.765747	6699.286019	6936.340745	6671.567159	6492.263203	6902.903815	6811.150345	5937.710147	7080.477995	7021.599887	6659.704431	6480.837533	6710.942213	6864.388694	6761.588499	6746.198212	6818.206463	6713.002252	6489.53428	6958.23949	7223.966692	6740.206206	6693.316739	6446.818941
"Q8N1B4"	14564.17684	15116.47697	14170.11684	14872.87934	16334.33767	15129.36299	15206.17206	14379.27796	15975.89231	14976.61932	15762.64186	15548.61738	15044.08714	14669.96298	15036.31636	14341.13986	11884.36611	15087.96186	15037.45078	15169.83502	14253.11131	14773.31721	14635.55322	15014.36368	15708.1311	14401.45331	15102.1006	15030.65964	15204.51572	15310.27296	15221.038	14994.82541	15548.61738	13100.84962	14862.79349	15375.94569	16171.38157	15331.75252	14773.11644	14116.98732	15143.44993	15267.72931	16027.29388	14916.80375	15559.81607	14968.22216	15036.48716	15166.7566	14504.29285	15347.65084	15464.7538	17584.63156	15623.43511	14543.04988	14178.3216	14841.78757	14853.29689	15429.98053	15270.48674
"Q8N5T2"	468.6543397	499.8437045	479.8830923	457.0665352	457.7447158	555.1952059	NA	547.6912754	NA	456.6343166	484.9342742	440.8345415	451.8539126	NA	523.3448189	474.5013495	NA	439.0252961	438.5847811	NA	482.6596442	477.5724942	438.7744935	473.77904	519.2553856	462.2770995	457.8064906	443.3990206	NA	467.4236358	NA	466.908359	440.8345415	402.9085335	509.1645175	450.5864705	491.6603217	495.6418521	456.6044802	447.36585	NA	618.2903224	465.9057975	459.1157319	464.2146992	NA	621.5392913	NA	496.459351	473.5903206	417.3980689	466.3545935	458.7106153	464.3534946	NA	512.6705585	486.3151774	553.693136	NA
"P40189"	1245.59534	1274.634293	1324.70343	1155.248042	1262.155839	2410.191584	NA	1306.770149	1284.141663	1415.695356	1279.807803	1266.299642	1278.356428	1334.691731	1390.203403	1405.056832	1309.072618	1288.822752	1509.470781	1646.869698	1223.032029	1434.626398	1270.147994	1268.38242	1303.634235	1304.140781	1406.981231	1225.544403	1342.000854	1218.705309	NA	1353.253251	1266.299642	1021.945157	1224.767127	1243.141082	1334.089827	1317.09594	1176.808776	1094.013013	1189.601977	1387.125384	1334.153092	1326.503335	1294.022195	1176.427508	1167.315967	1371.591572	1373.314554	1443.585508	1353.917006	1104.817217	1193.171173	1416.022975	1256.427641	1274.886982	1192.459128	1274.4026	1332.41527
"O43761"	12467.50662	15578.11528	11815.75618	14975.00417	15521.29677	13393.6566	14330.97294	12008.49188	13671.03042	12874.10181	15562.32316	14019.08233	14188.05081	14376.19242	12564.84622	13211.31283	8551.310966	14781.69854	14517.92093	14574.65006	15391.15545	14573.50769	14444.78457	12630.4131	16623.82871	13933.99386	15857.69218	14416.6155	14611.13215	16258.97218	14108.14328	13998.34064	14019.08233	13247.37189	14833.02846	13983.19486	15427.88852	13208.18037	13214.94595	15537.157	15542.63593	15125.73532	14982.11439	14690.25385	17182.22118	13849.81335	13840.46596	15740.02649	14316.17182	15067.28876	15781.64522	13550.64565	14206.57046	14389.06323	12866.07468	12168.62067	14517.60526	15401.03388	14904.90283
"A0A0A0MSS8"	11928.68086	10931.49578	13094.3176	11738.41467	11654.63332	11527.88017	11269.96408	12258.22171	12847.54274	15082.83628	13240.63179	11607.56383	11726.2898	10975.37681	13126.62797	11702.72118	19631.86807	12801.75618	11987.71509	12183.07545	11750.60765	11070.96357	9848.939417	12935.15349	11213.80967	12368.50937	13801.94071	11076.23872	13135.37543	12863.93321	12575.5232	11955.58388	11607.56383	10900.76182	12199.0599	11098.42483	9964.833632	11845.44441	10740.09786	11790.86359	12311.54817	11907.20752	10600.84717	12142.13182	12038.12015	12030.44491	9766.589096	11284.55478	11857.12513	11616.94464	10462.38347	12437.59671	10686.69917	12225.69352	9789.731044	11780.3479	12213.6882	11766.67757	12327.27278
"E7EQ64"	5199.291588	4174.884319	4478.021918	4984.965385	4982.853575	6573.891038	5575.064719	5254.933903	5930.989059	5157.225523	5251.278886	4530.470428	5301.019018	5567.801698	5230.497811	5161.623309	6238.731284	3922.893697	4998.781687	5834.45473	5410.676305	5216.277654	5569.369526	5556.357032	4620.972312	4801.706617	5278.212311	3923.829352	4695.940682	5140.828774	4867.083305	5284.071494	4530.470428	3474.293016	4923.045334	5807.989554	6030.915228	4911.480617	5396.840607	5083.898206	5510.586058	5146.999991	5752.374607	5848.904061	5273.665479	5012.150113	6254.842101	5033.483695	5291.170431	5186.463614	5035.872838	5088.929253	5669.766203	5757.638768	4803.370816	6578.186228	5160.820723	6044.489453	4373.11235
"Q13405"	2587.958908	2970.734361	3118.222656	2910.017867	3353.275	3274.458232	2948.328927	2887.298354	3068.498921	3100.220291	3320.466099	3880.985692	3338.657649	2630.568869	3153.951543	3281.183896	3257.502616	3126.103694	3337.19839	3145.999677	3306.711948	3631.515438	3390.538982	3418.281177	3683.083599	2872.149064	3080.036492	3310.998092	3144.439116	3150.013959	3793.961561	3860.006398	3880.985692	2831.721285	3095.098094	2787.94531	3042.559506	3352.293072	3006.041638	2876.858998	2952.541824	3442.027381	3146.45981	3259.71069	3241.775759	3563.628744	2900.606454	3765.44542	3056.329758	3268.634578	3068.079127	3546.222796	3169.077288	2759.493398	3404.260246	3316.921349	3177.872738	3542.542937	3564.678187
"E9PB61"	6056.219793	6243.98803	6733.522585	6412.042663	5820.126978	6240.485904	5525.734838	5729.226333	5685.645907	6078.330732	5228.709873	6269.033713	5838.40153	5664.362666	5628.279795	5694.746186	13013.5565	5665.313705	5241.53412	4730.421599	5464.049327	5461.517234	5727.38739	5393.982586	6746.695651	5944.624749	5821.261983	6137.388027	5705.481956	5538.722712	5456.375318	5989.372198	6269.033713	7290.372256	5763.401845	5672.761673	5681.105888	5681.812659	5069.569708	5789.385214	5683.926503	5880.040495	5757.422217	6348.31918	5443.985216	5367.452709	6203.853358	5822.153203	5328.682607	5603.008382	6451.018697	7570.958043	5613.184141	5606.444926	5734.329708	5828.778111	5723.001307	5828.268008	5544.417888
